SOD,Num_Sat_Rcv, X, Y, Z, Receiver_Bias,GDOP
21631,13,6347488.45,-22946.0236,622823.187,-1.8047019,2.16563077
21661,13,6347489.58,-22945.4558,622823.168,-1.14693713,2.16580556
21691,13,6347489.67,-22945.5066,622823,-1.04452448,2.16598752
21721,13,6347489.38,-22946.2295,622823.198,-1.1995199,2.16617639
21751,13,6347488.91,-22945.6582,622823.175,-1.20836853,2.16637197
21781,13,6347489.41,-22945.1325,622822.993,-1.36695053,2.16657393
21811,13,6347489.67,-22945.3678,622823.228,-0.841392771,2.1667822
21841,13,6347488.8,-22945.701,622822.589,-1.67456248,2.1669967
21871,13,6347488.95,-22946.0427,622823.253,-1.64551457,2.16721693
21901,13,6347488.52,-22945.4147,622822.634,-1.79293193,2.16744289
21931,13,6347489.51,-22945.4994,622823.318,-0.938609495,2.16767408
21961,13,6347489.5,-22946.1692,622822.498,-1.0542596,2.00000534
21991,13,6347488.97,-22946.1141,622822.744,-1.5182376,2.00124565
22021,13,6347489.14,-22946.2861,622822.549,-1.26280618,2.00249342
22051,13,6347489.1,-22946.0341,622823.196,-1.2962905,2.00374864
22081,13,6347489.39,-22946.4396,622823.109,-0.95233535,2.0050111
22111,13,6347489.34,-22946.4909,622822.966,-1.05210787,2.00628075
22141,13,6347488.77,-22946.6138,622823.564,-1.3949492,2.00755743
22171,13,6347489.06,-22945.7438,622823.08,-1.26442622,1.79431314
22201,13,6347489.11,-22946.1245,622823.026,-1.41625597,1.79711366
22231,13,6347488.17,-22946.1828,622823.123,-1.71563547,1.79994783
22261,13,6347489.59,-22946.1954,622823.008,-0.855543431,1.80281495
22291,13,6347488.87,-22946.1975,622823.157,-1.14349603,1.80571501
22321,13,6347488.35,-22946.5152,622822.988,-1.97363676,1.80864738
22351,13,6347488.96,-22945.4668,622822.672,-1.37288503,1.81161151
22381,13,6347489.56,-22946.0414,622823.013,-1.1922529,1.81460699
22411,13,6347488.71,-22946.1612,622823.191,-1.51903776,1.81763348
22441,13,6347489.34,-22945.9935,622823.137,-1.10444881,1.82069015
22471,13,6347488.39,-22946.3181,622823.014,-1.78271182,1.82377672
22501,13,6347489.13,-22946.3689,622822.853,-1.24901916,1.8268923
22531,13,6347488.64,-22946.5277,622822.951,-1.7677619,1.83003653
22561,13,6347488.3,-22946.2595,622823.079,-2.05206071,1.83320863
22591,13,6347488.87,-22946.2555,622822.769,-1.50542652,1.83640786
22621,13,6347489.04,-22946.8985,622822.852,-1.408003,1.8396336
22651,13,6347488.48,-22946.3061,622823.402,-1.73596266,1.84288517
22681,13,6347488.59,-22946.8147,622823.118,-1.59155729,1.84616165
22711,13,6347488.42,-22946.3932,622823.016,-1.67073402,1.84946232
22741,13,6347488.26,-22946.8195,622822.564,-2.03338885,1.85278632
22771,13,6347489.07,-22946.833,622823.073,-1.22423798,1.85613267
22801,13,6347488.75,-22946.4381,622823.041,-1.47060313,1.85950068
22831,13,6347488.73,-22946.2188,622822.765,-1.77163445,1.86288926
22861,13,6347488.23,-22946.4983,622823.129,-1.94201269,1.8662975
22891,13,6347489.22,-22946.6409,622823.011,-1.18793882,1.86972421
22921,12,6347488.47,-22946.838,622822.978,-1.90487236,1.87316866
22951,12,6347489.07,-22946.4389,622823.04,-1.41790136,1.87662946
22981,12,6347488.05,-22946.0775,622822.495,-1.89881794,1.88010578
23011,12,6347489.09,-22946.5832,622823.174,-1.11036219,1.88359607
23041,12,6347489.65,-22946.9046,622823.186,-0.944303387,1.88709943
23071,12,6347488.54,-22946.2603,622822.795,-1.58396498,1.89061474
23101,12,6347488.6,-22946.4525,622822.719,-1.61440612,1.89414042
23131,12,6347489.25,-22946.6362,622823.261,-1.05010593,1.89767523
23161,12,6347489.5,-22946.5598,622822.931,-0.939544811,1.90121794
23191,12,6347489.2,-22946.9289,622823.01,-1.19754849,1.90476716
23221,12,6347489.08,-22946.366,622823.158,-1.36035913,1.90832141
23251,13,6347489.42,-22947.3182,622822.694,-0.962570034,1.91187919
23281,13,6347488.13,-22946.4593,622822.75,-1.89944897,1.91543923
23311,13,6347488.96,-22945.9894,622822.995,-1.39933338,1.9189996
23341,13,6347488.48,-22947.0686,622822.924,-1.38626376,1.92255907
23371,13,6347489.54,-22947.1128,622823.041,-1.05243368,1.92611575
23401,12,6347487.87,-22946.7083,622822.75,-1.98326693,1.92966844
23431,12,6347489.1,-22946.7347,622822.746,-1.3466605,1.93321487
23461,12,6347489.11,-22946.8866,622822.739,-1.16552535,1.93675374
23491,12,6347488.72,-22946.5893,622823.347,-1.29182385,1.94028321
23521,12,6347488.9,-22947.3942,622823.038,-1.35865007,1.94380141
23551,12,6347489.38,-22947.1447,622822.744,-1.32651141,1.94730654
23581,12,6347489.92,-22947.267,622823.402,-0.646419234,1.95079676
23611,12,6347489.79,-22946.8872,622822.892,-0.899473231,1.95427029
23641,12,6347489.09,-22946.8713,622822.929,-1.16631212,1.95772518
23671,12,6347488.78,-22947.1853,622823.04,-1.43056783,1.96115939
23701,12,6347489.31,-22946.5027,622822.58,-1.16602323,1.96457091
23731,12,6347488.97,-22946.6374,622822.585,-1.43527034,1.96795791
23761,12,6347488.64,-22946.604,622823.011,-1.5147006,1.97131828
23791,12,6347488.74,-22946.7239,622822.42,-1.64102236,1.97464993
23821,12,6347489.38,-22947.2331,622822.773,-1.13865823,1.97795077
23851,12,6347489.26,-22946.5243,622822.335,-1.19725675,1.98121888
23881,12,6347489.4,-22946.6459,622822.763,-1.25356468,1.98445201
23911,12,6347489.11,-22946.898,622822.839,-1.39513405,1.98764814
23941,12,6347489.74,-22947.3142,622822.902,-0.965586403,1.99080497
23971,12,6347487.99,-22947.1435,622822.815,-2.19768333,1.99392073
24001,12,6347489.38,-22946.9518,622822.727,-1.16122548,1.99699266
24031,12,6347488.86,-22946.7608,622822.791,-1.40143991,2.00001914
24061,12,6347488.83,-22947.3205,622822.873,-1.41582568,2.00299775
24091,12,6347490.03,-22946.9774,622823.29,-0.901677819,2.00592624
24121,12,6347489.63,-22947.0883,622822.831,-1.13982933,2.00880276
24151,12,6347490.18,-22946.966,622822.88,-0.941961785,2.01162486
24181,12,6347489.2,-22947.0394,622822.53,-1.50748423,2.01439066
24211,12,6347488.82,-22947.273,622822.757,-1.58448385,2.01709778
24241,12,6347487.95,-22947.3148,622822.603,-2.25570789,2.01974421
24271,12,6347489.21,-22947.1819,622822.699,-1.39959865,2.02232757
24301,12,6347489.88,-22946.8914,622823.389,-1.06423354,2.19455783
24331,12,6347489.76,-22947.0234,622822.972,-1.1055737,2.19940672
24361,11,6347489.76,-22946.5078,622823.242,-1.20130154,2.20422048
24391,11,6347489.55,-22946.3554,622823.025,-1.3229234,2.20899638
24421,11,6347489.71,-22946.366,622822.866,-1.32303911,2.2137316
24451,11,6347487.61,-22946.4482,622822.565,-2.49913273,2.21842366
24481,11,6347489.54,-22946.5787,622823.463,-1.20251543,2.22306896
24511,11,6347490.32,-22946.9938,622823.366,-0.735520399,2.2276653
24541,11,6347489.24,-22946.522,622823.134,-1.50626042,2.23220996
24571,11,6347489.72,-22946.763,622822.827,-1.19753619,2.23669959
24601,11,6347488.22,-22947.9205,622822.744,-2.0051474,2.2411318
24631,11,6347488.82,-22946.7531,622822.379,-1.56517805,2.24550321
24661,11,6347489.28,-22946.3818,622823.064,-1.32809849,2.24981121
24691,11,6347489.2,-22946.6566,622822.837,-1.51291508,2.25405295
24721,11,6347489.81,-22946.901,622823.062,-1.22514675,2.25822544
24751,11,6347489.42,-22946.8563,622822.623,-1.46048406,2.26232602
24781,11,6347488.52,-22946.5954,622822.295,-1.95443363,2.26635179
24811,11,6347488.1,-22947.3621,622822.694,-2.10554173,2.27029979
24841,11,6347489.52,-22947.2107,622822.626,-1.14745159,2.27416706
24871,11,6347489.42,-22946.8442,622822.75,-1.42350683,2.27795126
24901,11,6347489.39,-22946.8919,622823.196,-1.43026266,2.28164942
24931,11,6347488.9,-22946.6721,622822.662,-1.53106162,2.28525892
24961,12,6347489.42,-22947.3169,622822.678,-1.05771791,2.28877689
24991,12,6347488.33,-22946.876,622822.499,-2.07030567,2.29220108
25021,12,6347488.74,-22947.1365,622822.279,-1.79803597,2.2955285
25051,12,6347489,-22947.5454,622822.759,-1.76588671,2.29875685
25081,12,6347488.99,-22947.0524,622822.715,-1.56496238,2.30188371
25111,12,6347490.33,-22946.9194,622823.245,-0.689226089,2.30490648
25141,12,6347488.3,-22947.6508,622822.588,-2.1962807,2.3078234
25171,12,6347489.26,-22947.0001,622822.547,-1.37544876,2.31063148
25201,12,6347488.48,-22947.1655,622822.153,-1.98542483,2.31332911
25231,12,6347489.06,-22946.9488,622822.539,-1.39842954,2.31591382
25261,12,6347488.54,-22947.1683,622822.356,-1.67529636,2.3183839
25291,12,6347489.86,-22946.8317,622822.486,-0.877565181,2.3207371
25321,12,6347489.72,-22946.4919,622822.751,-1.10449275,2.32297199
25351,12,6347489.14,-22946.9473,622822.355,-1.4805284,2.32508672
25381,12,6347488.03,-22947.3132,622822.397,-2.09048893,2.3270797
25411,12,6347489.6,-22946.3581,622822.639,-1.02271742,2.328949
25441,12,6347488.98,-22946.7255,622822.307,-1.43277987,2.33069381
25471,12,6347489.55,-22947.139,622822.938,-1.05779015,2.33231243
25501,12,6347490.06,-22946.5801,622822.579,-0.737157664,2.33380381
25531,12,6347490.75,-22946.6617,622823.049,-0.401646648,3.13685148
25561,12,6347491.22,-22946.8695,622823.419,-0.157396595,3.14768481
25591,12,6347490.58,-22946.867,622823.189,-0.764424244,3.15805195
25621,12,6347491.31,-22946.4954,622823.14,-0.0595129531,3.16793268
25651,12,6347492.02,-22946.5397,622823.474,0.549380383,3.17730811
25681,12,6347490.54,-22947.3111,622823.32,-0.473825042,3.18616027
25711,12,6347492.01,-22946.3337,622823.568,0.373028856,3.19447052
25741,12,6347492.66,-22946.7361,622823.297,0.906937941,3.20222281
25771,12,6347491.26,-22946.9898,622823.188,-0.039582969,3.20940159
25801,12,6347491.95,-22946.7679,622823.463,0.249395509,3.21599129
25831,12,6347492.56,-22946.5894,622823.384,0.877671813,3.22197875
25861,12,6347490.01,-22947.1087,622822.859,-0.87903333,3.22735217
25891,12,6347491.08,-22946.8471,622823.153,-0.0533323167,3.23209905
25921,12,6347491.99,-22946.6111,622822.805,0.332571862,3.23621043
25951,12,6347492.22,-22946.6495,622823.146,0.527839804,3.23967796
25981,12,6347492.17,-22947.3015,622823.827,0.66284918,3.24249465
26011,12,6347490.76,-22946.5814,622822.849,-0.42759111,3.24465543
26041,12,6347492.04,-22946.3459,622823.194,0.325774959,3.24615542
26071,12,6347491.08,-22946.602,622822.947,-0.217652104,3.24699334
26101,12,6347491.21,-22946.8782,622823.148,-0.170769199,3.24716771
26131,12,6347491.35,-22946.6444,622823.313,-0.214867812,3.24667953
26161,12,6347490.28,-22946.7633,622822.591,-0.927746945,3.24553145
26191,12,6347492.36,-22946.5693,622823.132,0.579141206,3.24372637
26221,12,6347491.2,-22947.4859,622823.236,-0.316810484,3.24127105
26251,11,6347492.69,-22946.631,622823.373,0.73929431,3.23817121
26281,11,6347490.6,-22947.1384,622823.242,-0.692648831,3.23443641
26311,11,6347490.94,-22946.624,622822.82,-0.721095989,3.23007523
26341,11,6347489.82,-22946.5923,622822.655,-1.3700286,3.22509946
26371,11,6347491.99,-22946.201,622823.346,0.542420972,3.21952048
26401,11,6347490.95,-22946.7377,622823.314,-0.448027435,3.21335317
26431,11,6347492.01,-22947.0729,622823.34,0.271621125,3.20661113
26461,11,6347490.36,-22946.9503,622822.91,-0.777697536,3.19931098
26491,11,6347491.03,-22946.4559,622822.779,-0.485995065,3.19146837
26521,11,6347491.14,-22947.3596,622822.878,-0.53364374,3.18310136
26551,11,6347492.02,-22947.2784,622823.325,0.260653119,3.17422797
26581,11,6347490.2,-22946.8587,622822.724,-1.27316891,3.16486787
26611,11,6347491.6,-22946.7411,622823.111,-0.0350028015,3.15503943
26641,11,6347493.04,-22946.5452,622823.471,0.756211385,3.1447633
26671,11,6347491.53,-22947.4385,622823.165,0.0351619625,3.13406054
26701,11,6347491.75,-22946.5818,622822.851,-0.304073689,3.12295099
26731,11,6347491.98,-22946.7728,622822.61,0.043941006,3.11145599
26761,11,6347491.43,-22947.0492,622823.391,-0.211391459,3.09959672
26791,11,6347492.94,-22946.8912,622823.037,0.657752091,3.08739403
26821,11,6347491.77,-22946.3643,622822.804,-0.13890914,3.07486986
26851,11,6347489.04,-22946.8148,622822.515,-1.93245651,2.14504421
26881,11,6347489.87,-22946.9938,622822.64,-1.62404453,2.14499418
26911,11,6347492.26,-22946.9751,622823.365,0.433950655,2.14479311
26941,11,6347491.26,-22947.1762,622822.777,-0.720947596,2.14444212
26971,11,6347492.37,-22947.3117,622822.784,-0.0415499023,2.14394142
27001,11,6347491.37,-22946.9181,622822.84,-0.67575837,2.1432924
27031,11,6347490.54,-22947.4173,622822.811,-1.08212723,2.14249591
27061,11,6347492.09,-22946.9907,622822.115,-0.252174316,2.14155301
27091,11,6347491.17,-22946.4148,622822.585,-0.789343965,2.14046559
27121,11,6347490.13,-22947.3969,622822.658,-1.16201556,2.13923498
27151,11,6347489.57,-22946.7691,622822.618,-1.57564629,2.13786286
27181,11,6347490.9,-22946.7249,622822.841,-0.986577545,2.13635093
27211,11,6347491.9,-22946.3213,622822.833,-0.0881627311,2.13470142
27241,11,6347491.25,-22947.4013,622822.341,-0.606512057,2.13291656
27271,11,6347489.68,-22946.7017,622822.634,-1.46856965,2.45637979
27301,11,6347490.77,-22946.5383,622822.849,-0.817367204,2.45938467
27331,11,6347492.49,-22946.3412,622822.919,0.0453017316,2.46223815
27361,12,6347490.97,-22946.6857,622822.502,-0.809520648,2.46493986
27391,12,6347491.6,-22946.5044,622822.638,-0.324342237,2.46748845
27421,12,6347490.38,-22946.1362,622822.814,-1.32342552,2.4698839
27451,12,6347491.41,-22947.4912,622822.769,-0.571788472,2.47212524
27481,12,6347491.31,-22946.948,622822.812,-0.655254433,2.47421279
27511,11,6347492.39,-22947.2906,622823.028,-0.0476585914,2.4761461
27541,12,6347489.95,-22946.8748,622822.745,-1.72228938,2.4779259
27571,12,6347489.45,-22947.0966,622822.777,-1.96427153,2.47955168
27601,12,6347492.42,-22946.6984,622822.432,-0.0265937268,2.48102363
27631,12,6347491.16,-22946.6126,622822.876,-0.684392824,2.4823433
27661,12,6347490.84,-22946.662,622822.463,-1.20179338,2.48351063
27691,12,6347492.18,-22946.896,622823.121,-0.593872532,2.48452636
27721,12,6347490.95,-22946.9914,622822.416,-1.20414417,2.48539199
27751,12,6347491.99,-22946.5689,622822.658,-0.544813286,2.48610797
27781,12,6347492.14,-22946.6564,622822.906,-0.729271257,2.48667588
27811,12,6347491.96,-22946.4881,622822.783,-0.601115559,2.48709701
27841,12,6347492.38,-22946.5957,622822.515,-0.365475825,2.48737265
27871,12,6347490.12,-22946.7247,622822.297,-1.80307596,2.48750482
27901,12,6347492.13,-22946.3121,622823.021,-0.217904444,2.48749427
27931,12,6347491.74,-22946.1292,622823.055,-0.43335698,2.48734365
27961,12,6347490.97,-22947.0551,622822.64,-1.06784986,2.48705454
27991,12,6347490.86,-22946.5254,622822.928,-1.36649287,2.48662883
28021,12,6347492.57,-22946.5391,622822.743,-0.0989874423,2.48606837
28051,12,6347490.85,-22947.0914,622822.995,-1.24291231,2.48537601
28081,12,6347490.84,-22945.9425,622822.272,-1.28933618,2.48455333
28111,12,6347491.36,-22946.548,622822.456,-0.952409443,2.4836027
28141,12,6347491.84,-22946.7892,622822.924,-0.407483877,2.48252658
28171,12,6347491.36,-22946.4251,622822.526,-0.991824902,2.48132753
28201,12,6347492.28,-22946.7649,622823.133,-0.0350107137,2.48000766
28231,12,6347489.71,-22946.6161,622822.492,-2.17152564,2.47857017
28261,12,6347491.12,-22946.767,622822.47,-1.17533172,2.47701659
28291,12,6347491.85,-22945.9877,622822.6,-0.566378908,2.47535018
28321,12,6347491.75,-22946.6072,622823.168,-0.771207622,2.47357352
28351,12,6347492.03,-22946.4342,622822.733,-0.585566402,2.47168916
28381,12,6347492.26,-22946.809,622822.754,-0.280621982,2.46969979
28411,12,6347489.67,-22946.1901,622822.365,-2.09874934,2.46760849
28441,12,6347492.39,-22946.2769,622822.556,-0.654093851,2.46541687
28471,12,6347491.9,-22946.2395,622822.481,-0.972594155,2.46312875
28501,12,6347492.46,-22946.1513,622822.583,-0.69960144,2.46074629
28531,12,6347490.68,-22945.9681,622822.486,-1.92196095,2.45827263
28561,12,6347490.15,-22946.2382,622822.828,-1.88983936,2.45570999
28591,12,6347490.9,-22945.4739,622822.315,-1.48917129,2.45306107
28621,12,6347492.11,-22946.1276,622822.54,-0.563538442,2.4503286
28651,12,6347492.09,-22946.2188,622822.649,-0.707199681,2.44751549
28681,12,6347493.06,-22946.3467,622822.313,-0.225135129,2.44462407
28711,12,6347491.32,-22946.4038,622822.24,-1.19308154,2.44165741
28741,12,6347491.9,-22945.839,622822.435,-0.632403175,2.43861744
28771,12,6347492.16,-22946.3557,622823.012,-0.625733714,2.43550702
28801,12,6347491.03,-22946.4694,622822.508,-1.36843742,2.43232882
28831,12,6347491.57,-22946.4414,622822.452,-0.848521616,2.42908491
28861,12,6347491.47,-22946.6299,622822.688,-1.07157137,2.42577801
28891,12,6347491.6,-22946.3153,622822.496,-1.08481332,2.42241042
28921,12,6347491.34,-22946.5815,622822.482,-1.02883889,2.41898454
28951,12,6347491.15,-22946.6793,622822.749,-1.13043177,2.41550263
28981,12,6347492.06,-22946.5661,622822.553,-0.733042174,2.41196681
29011,12,6347490.41,-22946.7884,622822.575,-1.68118424,2.40837977
29041,12,6347491.87,-22945.9334,622822.509,-0.754932439,2.40474295
29071,12,6347492.39,-22946.2124,622822.68,-0.405690753,2.40105897
29101,12,6347490.97,-22946.386,622822.386,-1.36383302,2.39733004
29131,12,6347491.31,-22946.1095,622822.808,-1.15620095,2.3935577
29161,12,6347491.54,-22946.3204,622822.565,-1.05111066,2.38974416
29191,12,6347492.01,-22946.4107,622822.61,-0.592219095,2.38589129
29221,12,6347491.52,-22946.3572,622821.961,-1.19304087,2.38200112
29251,12,6347491.67,-22946.691,622822.48,-1.13679269,2.37807524
29281,11,6347492.49,-22946.6818,622822.497,-0.399640719,2.37411544
29311,11,6347491.9,-22946.4995,622822.42,-0.710044337,2.3701237
29341,11,6347492.18,-22946.0951,622822.266,-0.495487267,2.36610139
29371,11,6347492.63,-22945.6904,622822.516,-0.266724308,2.36205022
29401,11,6347491.36,-22946.04,622822.61,-1.0853337,2.35797201
29431,10,6347492.37,-22946.089,622822.055,-0.85603451,1.94527842
29461,10,6347492.18,-22946.5298,622822.564,-0.654295599,1.94309306
29491,10,6347491.63,-22946.6778,622822.887,-0.95783429,1.94088986
29521,10,6347492.19,-22945.9758,622821.754,-0.923946381,1.93866987
29551,10,6347492.04,-22945.9479,622822.123,-0.971080989,1.93643431
29581,10,6347492.02,-22946.5629,622822.013,-0.981084883,1.93418423
29611,10,6347491.53,-22946.2749,622822.267,-1.21379709,1.93192074
29641,10,6347490.16,-22945.9099,622821.217,-2.51612152,1.92964491
29671,10,6347491.25,-22946.2262,622822.316,-1.5496851,1.92735734
29701,10,6347491.5,-22946.1517,622822.102,-1.16658257,1.92505933
29731,10,6347492.69,-22946.1227,622821.563,-0.294460231,1.92275165
29761,10,6347492.58,-22945.8034,622822.584,-0.601667051,1.92043536
29791,10,6347492.82,-22946.0124,622822.076,-0.392329309,1.91811116
29821,10,6347492.64,-22946.052,622822.557,-0.654552688,1.91577991
29851,10,6347492.71,-22945.8756,622822.243,-0.609329721,1.91344236
29881,10,6347492.2,-22946.3858,622821.776,-1.15847174,1.91109931
29911,10,6347492.89,-22946.6933,622822.318,-0.388143948,1.90875129
29941,10,6347492.05,-22946.4488,622822.04,-1.39777689,1.90639928
29971,10,6347491.53,-22946.2488,622821.812,-1.50438189,1.90404373
30001,10,6347494.11,-22946.8398,622823.284,0.671258307,2.35190606
30031,10,6347493.29,-22946.3659,622823.492,-0.14824923,2.34994119
30061,10,6347493.73,-22947.1115,622823.46,0.103161105,2.34789362
30091,10,6347493.68,-22946.4453,622823.067,0.267759123,2.34576591
30121,10,6347494.5,-22946.9093,622823.38,0.661091942,2.3435601
30151,10,6347492.97,-22946.9161,622823.179,-0.430379801,2.34127897
30181,10,6347493.7,-22946.4671,622822.978,0.0770639875,2.33892419
30211,10,6347494.24,-22946.4553,622822.841,0.25420583,2.33649834
30241,11,6347494.09,-22946.7942,622823.098,0.140448891,2.33400373
30271,11,6347494.23,-22946.7145,622822.699,0.248200458,2.33144256
30301,11,6347494.54,-22947.0007,622823.27,0.398716731,2.32881699
30331,11,6347493.32,-22946.4761,622823.192,-0.179199665,2.32612953
30361,11,6347494.52,-22945.9539,622823.108,0.671261989,2.32338186
30391,11,6347495.06,-22946.6369,622823.414,1.00119437,2.32057649
30421,11,6347494.97,-22946.7373,622822.904,1.01756233,2.31771565
30451,11,6347495.78,-22946.6138,622823.42,1.53375571,2.31480118
30481,11,6347495.09,-22946.81,622823.082,1.02780553,2.31183555
30511,11,6347494.87,-22946.264,622823.248,1.00740692,2.30882051
30541,11,6347495.38,-22946.6298,622822.729,1.22453338,2.30575811
30571,11,6347493.95,-22946.1929,622822.804,0.179027914,2.30265063
30601,11,6347493.85,-22946.4809,622822.503,0.00499465336,2.29949964
30631,11,6347494.76,-22946.4088,622822.864,0.744229657,2.29630707
30661,11,6347494.66,-22946.6081,622822.543,0.433350658,2.29307512
30691,11,6347495.99,-22947.1178,622823.567,1.46892771,2.28980523
30721,11,6347496.27,-22946.4057,622822.885,1.59673976,2.28649967
30751,11,6347495.04,-22946.8383,622823.033,0.84389384,2.28316015
30781,11,6347494.71,-22946.5034,622821.88,0.447430086,2.27978819
30811,11,6347494.48,-22946.5222,622822.588,0.297737927,2.27638544
30841,11,6347496.5,-22946.7418,622823.121,1.99020383,2.27295337
30871,11,6347493.62,-22946.3552,622822.492,0.0181191113,2.26949452
30901,11,6347495.26,-22946.5026,622823.215,1.06097622,2.26600917
30931,11,6347494.87,-22946.2222,622822.743,0.917417008,2.26249978
30961,11,6347495.08,-22946.7881,622822.341,0.762209463,2.25896744
30991,11,6347495.75,-22946.7457,622822.348,1.28846105,2.2554136
31021,11,6347494.32,-22946.4312,622822.379,0.591914534,2.25184001
31051,11,6347495.28,-22946.3177,622822.223,0.895302721,2.24824746
31081,11,6347495.54,-22946.6982,622822.239,1.05854111,2.24463765
31111,11,6347495.27,-22946.1828,622822.047,0.785327685,2.24101185
31141,11,6347495.94,-22947.0258,622822.517,1.07383492,2.23737109
31171,11,6347495.51,-22946.6248,622822.768,0.960347925,2.23371685
31201,11,6347495.34,-22946.0711,622822.493,0.805834482,2.23005014
31231,11,6347496.24,-22946.6231,622821.798,1.21654407,2.22637198
31261,11,6347495.35,-22946.5404,622822.395,0.655841654,2.22268374
31291,11,6347496.64,-22946.938,622822.059,1.86059719,2.21898606
31321,11,6347494.9,-22946.3641,622821.706,0.385613662,2.21528056
31351,11,6347494.8,-22946.3411,622822.692,0.412531179,2.2115676
31381,11,6347495.89,-22946.7396,622822.165,1.17316663,2.20784827
31411,11,6347494.76,-22946.5493,622822.431,0.244513136,2.20412382
31441,11,6347496.12,-22945.9407,622821.943,1.30902964,2.20039459
31471,11,6347494.01,-22946.2879,622822.311,-0.358914546,2.1966621
31501,11,6347494.39,-22946.1635,622822.486,0.162137699,2.19292646
31531,11,6347495.18,-22946.3265,622822.022,0.380806677,2.18918871
31561,11,6347495.42,-22946.3376,622822.337,0.792838515,2.18544968
31591,11,6347495.19,-22945.9836,622822.078,0.593404185,2.1817101
31621,11,6347495.6,-22946.2407,622822.304,1.03712563,2.17797049
31651,11,6347496.67,-22946.0335,622822.002,1.70145066,2.17423155
31681,11,6347495.94,-22946.4302,622822.525,0.964994186,2.17049415
31711,11,6347494.7,-22946.2416,622822.452,0.0621726663,2.16675877
31741,11,6347495.43,-22946.0698,622821.561,0.914277775,2.16302573
31771,11,6347496.1,-22946.3537,622821.923,1.13041042,2.15929573
31801,11,6347495.52,-22946.4813,622822.213,0.821225907,2.15556948
31831,11,6347494.91,-22946.577,622821.319,-0.096666569,2.15184738
31861,11,6347496.14,-22946.0494,622822.148,1.0578256,2.1481296
31891,11,6347495.51,-22946.5732,622821.945,0.763438898,2.14441711
31921,11,6347496.16,-22946.3349,622822.119,1.14450684,2.14070993
31951,11,6347495.86,-22946.9973,622821.736,0.683147038,2.13700877
31981,11,6347495.07,-22946.1919,622821.815,-0.0145091364,2.13331393
32011,11,6347495.35,-22945.9612,622821.314,0.209502041,2.12962565
32041,11,6347492.08,-22944.5443,622822.269,-2.16372887,2.8136699
32071,11,6347491.69,-22944.5806,622822.367,-2.63149525,2.81159433
32101,11,6347491.33,-22943.9674,622821.452,-3.19638903,2.51590454
32131,11,6347491.41,-22944.6124,622821.047,-2.79273111,2.52139333
32161,11,6347489.5,-22944.8744,622822.351,-4.05519571,2.52687002
32191,11,6347489.11,-22944.2236,622821.879,-4.34396222,2.53233224
32221,11,6347491.65,-22944.6671,622821.72,-2.77321193,2.53777763
32251,11,6347490.26,-22944.5512,622821.897,-3.82389243,2.54320523
32281,11,6347489.71,-22944.1932,622821.787,-4.01857262,2.54861229
32311,11,6347490.15,-22944.4031,622821.462,-3.88464943,2.55399668
32341,11,6347491.72,-22944.9356,622822.147,-2.680187,2.55935627
32371,11,6347489.94,-22944.7141,622821.269,-3.97140158,2.56468974
32401,11,6347490.53,-22943.9017,622821.887,-3.80557198,2.56999405
32431,11,6347491.12,-22944.8475,622821.881,-3.25901946,2.57526733
32461,11,6347491.75,-22944.9045,622822.144,-2.57781688,2.58050753
32491,11,6347492.01,-22944.4296,622821.539,-2.83711183,2.58571258
32521,11,6347490.65,-22944.3547,622821.498,-3.51960339,2.59088041
32551,11,6347491.27,-22944.672,622821.44,-3.16507889,2.59600832
32581,10,6347491.41,-22944.9085,622821.605,-3.03454434,2.6010945
32611,10,6347491.23,-22944.5377,622821.973,-3.19449614,2.60613675
32641,10,6347490.86,-22944.5851,622821.673,-3.22134515,2.61113283
32671,10,6347492.02,-22944.7128,622821.806,-2.28397959,2.61608025
32701,10,6347491.71,-22944.9351,622821.685,-2.80037822,2.62097729
32731,10,6347492.99,-22945.0821,622821.581,-1.95102862,2.62582124
32761,10,6347491.72,-22944.98,622821.604,-2.92172104,2.63061055
32791,10,6347491.51,-22944.805,622821.036,-3.12818226,2.63534245
32821,10,6347491.88,-22944.6249,622821.32,-2.81314186,2.64001477
32851,10,6347492.57,-22944.9141,622821.38,-2.45507138,2.64462535
32881,10,6347491.82,-22944.1934,622821.631,-3.16098682,2.6491723
32911,10,6347491.07,-22945.1436,622821.524,-3.31220451,2.65365315
32941,10,6347490.98,-22944.5984,622821.4,-3.37747326,2.65806567
32971,10,6347490.64,-22944.4836,622821.458,-3.68069945,2.66240779
33001,10,6347492.14,-22944.5253,622821.609,-2.69820279,2.66667699
33031,10,6347492.33,-22944.8317,622821.639,-2.61345342,2.67087166
33061,10,6347491.62,-22944.6983,622821.211,-3.0310289,2.67498961
33091,10,6347491.01,-22944.7616,622821.544,-3.59566046,2.67902851
33121,10,6347490.94,-22944.4175,622821.851,-3.45362005,2.68298622
33151,10,6347492.79,-22944.9114,622821.151,-2.49852217,2.68686043
33181,10,6347490.75,-22944.985,622821.792,-3.70763327,2.69065001
33211,10,6347492.26,-22944.6738,622822.237,-2.47193473,2.69435172
33241,10,6347492.44,-22945.0671,622821.998,-2.42183658,2.69796436
33271,10,6347491.25,-22944.7478,622821.34,-3.53458676,2.70148595
33301,10,6347492.11,-22944.4422,622821.587,-2.77126461,2.70491394
